speed,d_lat,throttle,brake,steer,ego_fwd,road_fwd,collision,off_road,steer_delta,idling,route_progress_pct
7.056000995635986,0.4308639466762543,0.10000000149011612,0.0,0.17683219919290416,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.17683219919290416,False,0
1.5366917252572103,0.36599472165107727,0.180000002682209,0.0,0.17683219919290416,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.16774728298230335,0.35409313440322876,0.24400000363588334,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,-6.414965780798809e-11,False,0
0.3717096447946493,0.35476186871528625,0.29520000439882277,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.2668706774713746,0.3541557192802429,0.3361600050091743,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.1524468630577942,0.35379844903945923,0.3689280054974556,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.07858777865865799,0.3536887764930725,0.3951424058880806,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.038191943988289574,0.353666216135025,0.41611392620058063,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.017860404038703315,0.3536645770072937,0.43289114245058063,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.008126380886859248,0.3536660671234131,0.44631291545058066,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.0015253486463065302,0.3536671996116638,0.4570503338505807,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
0.001928581207839965,0.353667676448822,0.4656402685705807,0.0,0.1768321991287545,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0,False,0
