speed,d_lat,ego_fwd,road_fwd,collision,off_road,steer_delta,route_progress_pct
0.008127616408304996,0.3536671996116638,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.003185796784237027,0
0.0015256233184368613,0.353667676448822,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0025486374273896214,0
0.0019270362157817965,0.3536679148674011,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0020389099419116973,0
0.0012851256555711772,0.35366812348365784,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0016311279535293583,0
0.0007083091660559634,0.3536682426929474,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0013049023628234867,0
9.400185324414402e-05,0.35366830229759216,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.00104392189025879,0
0.00018402099330597175,0.35366833209991455,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0008351375122070317,0
0.0001279907383950921,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0006681100097656253,0
7.601202863239278e-05,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0005344880078125003,0
3.780067825812561e-05,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0004275904062500009,0
1.737222708805931e-05,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0003420723249999997,0
1.9193607490763776e-05,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0002736578600000001,0
8.617403284218012e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.00021892628800000008,0
5.459009008619425e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.0001751410304000004,0
3.6392244426031893e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.00014011282432000068,0
5.596164254615944e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,0.00011209025945600054,0
4.605504750842773e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,8.967220756479939e-05,0
5.185663753741416e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,7.173776605184055e-05,0
7.896806275206641e-07,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,5.7390212841471056e-05,0
2.0942861567575903e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,4.591217027317962e-05,0
3.433233320284777e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,3.6729736218543696e-05,0
4.806520485531024e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,2.9383788974830793e-05,0
4.119978358553183e-07,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,2.3507031179866716e-05,0
1.7852991547104434e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,1.8805624943895455e-05,0
3.1585713768050337e-06,0.35366836190223694,[-1.00000000e+00  4.20411152e-06],[-1.00000000e+00  1.21982892e-04],False,False,1.5044499955114282e-05,0
